Passenger Name,Review Date,Airline Name,Airline Average Rating,Cabin Flown,Passenger Overall Rating,Overall Value for Money,Seat and Cabin Space,Customer Service,In Flight Entertainment,Baggage Handling,Check-in Process,Meals and Beverages,Recommend Airline,Passenger Review Text
Arvelaki,"September 9, 2019",Volotea,3.3,Flew Economy Class,4.0,3,4,2,4,4,,1,Yes,"So I was traveling with volotea from heraklion to Athens (Greece) and I had booked with my flight also a meal , which included a cup of noodles and a refreshment. When I got into the plane and our flight has departed , stewardesses let me choose from some snacks (biscuits etc ) and take 3 of them and my refreshment . I never ate noodle neither did anyone of them inform me why I didn’t. It’s not my problem the food i didn’t eat but if for instance my suitcase was little larger than the acceptable,  I’d had to pay, then why I paid for something I didn’t get ?!"
Jon,"May 21, 2019",Volotea,3.3,Flew Economy Class,1.0,0,0,1,0,,,0,No,"Volotea has failed to transport passengers from origin to destination. The flight from Mykonos to Athens on 6th May at 7pm was cancelled. Upon cancellation, they did not offer any backup flight on the same day or next day.  After the incident, we wrote to Volotea for refund since they did not put us on the plane at all. They refuse to refund for such cancel. They also refuse to pay for our ferry ticket which we pay at our own cost. Non-reliable airline. Never take it."
Danila,"September 30, 2018",Volotea,3.3,Flew Economy Class,1.0,0,2,1,1,,,1,No,"Keep away from this company. It was my worst flight ever. First of all, when I got to the airport the flight was overbooked and they made wait until the last minute to confirm I was going to be in the flight. After 30 min in their airplane in very bad shape I heard a big noise and minutes after the pilot spoke in Italian (he didn’t say a word in English) that they had a technical problem and had to make an emergency landing in Athens. It was a nightmare we thought the airplane would crush as it didn’t have any stability. It was my worst experience ever. After that, I had a conextion in Venice with another airline and a member of the staff said it was not their problem (very rude staff). I had to arrange another flight, hotel, food and transport in Venice by my own means."
rick,"November 13, 2017",Volotea,3.3,Flew Economy Class,1.0,1,0,0,0,,,0,No,"Because a close family member has been hospitalized we didn’t fly, i can understand they don’t refund the flight’s price, OK, but they also don’t refund the 24 euros for seats assigment nor the 70 euros for the the bagage and WORST until today they didn’t REFUND THE FULL TAXES PAID… i’ll probably need to go trough the local Airport autorithies to get them refunded… BEWARE !!"
M,"May 29, 2017",Volotea,3.3,Flew Economy,1.0,1,3,1,0,,,0,No,"Delays happen, but this one was really poorly managed by Volotea staff."
David,"August 18, 2023",Vueling,1.6,Flew Economy Class,1.0,1,0,1,0,,1,0,No,"Me and my family (8 people) had a wonderful holiday in Portugal and we were returning reenergised and happy back to Prague on 24.7.23. Unfortunately, our flight with Transavia TO7661 was delayed by one hour on the departure from Lisbon.  There was further delay when we arrived to the ORY airport in Paris where we spent 30 endless minutes waiting to disembark. We missed connecting flight with Vueling by 5 mins. Their staff was totally uninterested and arrogant. Left us stressed and without any help at the airport. We have spent a night at the Amsterdam airport with our 4 kids and 2 seniors 60+ (one of them with heavy diabetes as a result of this. When asked for compensation, we got none. Vueling? Such a bad experience. Never again."
Rebecca,"August 9, 2023",Vueling,1.6,Flew Economy Class,1.0,3,3,3,0,1,3,3,No,Reference #: DBVVY13630 If they happen to read this… (Doubtful!!)
Wen-Min,"July 18, 2023",Vueling,1.6,Flew Economy Class,1.0,1,0,1,0,,1,0,No,"They overbooked the flight but didn’t allow us to cancel the tickets. Two of us were flying but we only got 1 seat. They were not able to communicate in English and answer our questions, only kept repeating that we cannot do anything and can only wait until the end of the boarding to know if one of us will be denied boarding. Worse still is that we have a connecting flight in two hours, but there’s no recommendation of a solution for our situation, they only want to make max. profit out of you and don’t even bother to talk to you. The staff even got pissed after we tried a few times to repeat our question in English very slowly, and she made a face to us in front of all the other passengers."
Eve,"June 19, 2023",Vueling,1.6,Flew Economy Class,1.0,0,0,0,0,,,0,Yes,Do not take this airline they will totally rip you off. I had five tickets booked on this airline from Paris to Dublin. The fine print said that the check in gate would close 40 minutes prior to take off. I arrived an hour before and was told that the boarding  was closed. I was told I should have read the fine fine print which says the 40 minute rule did not apply to this airport by clicking on a link. However when I clicked on the link I just got a bunch of frequent asked questions so unless I went searching for that information I would never know. To make matter worse they said I would not get my money back had to pay even more to rebook my flight. The bottom line is they did not care to do anything to help me at all and it cost me overall $1500. To make matters worse the information they sent me said the flight was to leave from terminal three and if was actually terminal 1. If they had given Me the right info too might have had enough time. Eve
Mark,"May 9, 2023",Vueling,1.6,Flew Economy Class,1.0,1,1,3,1,1,1,1,No,"Vueling is far and away the worst airline I’ver ever flown.  When the passenger in the row ahead of you reclines, his or her seatback is (I’m guesstimating) six or seven inches from your face.  The flight attendants were nice, and that’s the only good thing I can think of in writing this review.  We had “NOML” on our boarding passes, so we were regularly bypassed and denied food when food was being distributed.  I had to specially order food and drink for around 24 euros.  The hugely overpriced food Vueling served me was evidently contaminated, because I had major indigestion for the latter portion of the flight.  (I rarely have indigestion).  I will NEVER fly this airline again.  The sooner Vueling goes out of business the better off the flying public will be."
marcus,"April 11, 2023",Vueling,1.6,Flew Economy Class,1.0,1,3,3,1,3,3,1,No,"This was not the experience I wanted to write about. Plane was 6 hours late. Boarding the flight, eventually, the plane had not been cleaned after the last flight – noticeable filth. Bar and snack service was cancelled. So late dirty plane with no food or drink. Not what was expected given the high cost!! Appalling."
Mark,"March 20, 2023",Vueling,1.6,Flew Economy Class,1.0,0,0,0,0,,,0,No,Worst experience of my life. Please whatever you do don’t fly Vueling. My wife and I were supposed to board a flight at 9am from London to Barcelona. Despite prebooking and arriving well in time when we got to the counter we were advised that the flight was overbooked. Next flight we were put on was some 12 hours later!!! To top it all off once we arrived in Barcelona after 1am the next day none of our checked in luggage arrived. Still to date 2 bags are lost and Vueling cannot tell us which county the bags are in. They are clueless and have no idea where they are.  Staff rude and stupidly incompetent. Pathetic and never ever again!
